"< Measurement Data Text Output >"
""
"Date/Time"	"@date()"	"ch.1"	"ch.2"	"ch.3"	"ch.4"	"ch.5"	"ch.6"	"ch.7"	"ch.8"
""	""	"ßC"	"%RH"	"hPa"	""	""	""	""	""
"2014/07/16 17:22'55"	"41836.7242476852"	"  22.0000"	"  54.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 17:23'15"	"41836.7244791667"	"  22.0000"	"  54.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 17:23'35"	"41836.7247106481"	"  22.0000"	"  54.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 17:23'55"	"41836.7249421296"	"  22.0000"	"  54.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 17:24'15"	"41836.7251736111"	"  22.1000"	"  54.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 17:24'35"	"41836.7254050926"	"  22.1000"	"  54.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 17:24'55"	"41836.7256365741"	"  22.1000"	"  54.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 17:25'15"	"41836.7258680556"	"  22.1000"	"  54.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 17:25'35"	"41836.7260995370"	"  22.1000"	"  54.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 17:25'55"	"41836.7263310185"	"  22.1000"	"  54.0000"	"  996.3000"	""	""	""	""	""	
"2014/07/16 17:26'15"	"41836.7265625000"	"  22.1000"	"  54.0000"	"  996.3000"	""	""	""	""	""	
"2014/07/16 17:26'35"	"41836.7267939815"	"  22.1000"	"  54.0000"	"  996.3000"	""	""	""	""	""	
"2014/07/16 17:26'55"	"41836.7270254630"	"  22.1000"	"  54.0000"	"  996.3000"	""	""	""	""	""	
"2014/07/16 17:27'15"	"41836.7272569444"	"  22.1000"	"  54.0000"	"  996.3000"	""	""	""	""	""	
"2014/07/16 17:27'35"	"41836.7274884259"	"  22.1000"	"  54.0000"	"  996.3000"	""	""	""	""	""	
"2014/07/16 17:27'55"	"41836.7277199074"	"  22.1000"	"  54.0000"	"  996.3000"	""	""	""	""	""	
"2014/07/16 17:28'15"	"41836.7279513889"	"  22.1000"	"  54.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 17:28'35"	"41836.7281828704"	"  22.1000"	"  53.0000"	"  996.3000"	""	""	""	""	""	
"2014/07/16 17:28'55"	"41836.7284143519"	"  22.1000"	"  53.0000"	"  996.3000"	""	""	""	""	""	
"2014/07/16 17:29'15"	"41836.7286458333"	"  22.1000"	"  53.0000"	"  996.3000"	""	""	""	""	""	
"2014/07/16 17:29'35"	"41836.7288773148"	"  22.1000"	"  53.0000"	"  996.3000"	""	""	""	""	""	
"2014/07/16 17:29'55"	"41836.7291087963"	"  22.1000"	"  53.0000"	"  996.3000"	""	""	""	""	""	
"2014/07/16 17:30'15"	"41836.7293402778"	"  22.1000"	"  53.0000"	"  996.3000"	""	""	""	""	""	
"2014/07/16 17:30'35"	"41836.7295717593"	"  22.1000"	"  53.0000"	"  996.3000"	""	""	""	""	""	
"2014/07/16 17:30'55"	"41836.7298032407"	"  22.1000"	"  53.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 17:31'15"	"41836.7300347222"	"  22.1000"	"  53.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 17:31'35"	"41836.7302662037"	"  22.1000"	"  53.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 17:31'55"	"41836.7304976852"	"  22.1000"	"  53.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 17:32'15"	"41836.7307291667"	"  22.1000"	"  53.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 17:32'35"	"41836.7309606481"	"  22.1000"	"  53.0000"	"  996.3000"	""	""	""	""	""	
"2014/07/16 17:32'55"	"41836.7311921296"	"  22.1000"	"  53.0000"	"  996.3000"	""	""	""	""	""	
"2014/07/16 17:33'15"	"41836.7314236111"	"  22.0000"	"  53.0000"	"  996.3000"	""	""	""	""	""	
"2014/07/16 17:33'35"	"41836.7316550926"	"  22.0000"	"  53.0000"	"  996.3000"	""	""	""	""	""	
"2014/07/16 17:33'55"	"41836.7318865741"	"  22.0000"	"  53.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 17:34'15"	"41836.7321180556"	"  22.0000"	"  53.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 17:34'35"	"41836.7323495370"	"  22.0000"	"  53.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 17:34'55"	"41836.7325810185"	"  22.0000"	"  53.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 17:35'15"	"41836.7328125000"	"  22.0000"	"  53.0000"	"  996.3000"	""	""	""	""	""	
"2014/07/16 17:35'35"	"41836.7330439815"	"  22.0000"	"  53.0000"	"  996.3000"	""	""	""	""	""	
"2014/07/16 17:35'55"	"41836.7332754630"	"  22.0000"	"  53.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 17:36'15"	"41836.7335069444"	"  22.0000"	"  53.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 17:36'35"	"41836.7337384259"	"  22.0000"	"  53.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 17:36'55"	"41836.7339699074"	"  22.1000"	"  52.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 17:37'15"	"41836.7342013889"	"  22.1000"	"  53.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 17:37'35"	"41836.7344328704"	"  22.1000"	"  53.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 17:37'55"	"41836.7346643519"	"  22.1000"	"  53.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 17:38'15"	"41836.7348958333"	"  22.1000"	"  53.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 17:38'35"	"41836.7351273148"	"  22.1000"	"  53.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 17:38'55"	"41836.7353587963"	"  22.2000"	"  53.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 17:39'15"	"41836.7355902778"	"  22.2000"	"  53.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 17:39'35"	"41836.7358217593"	"  22.2000"	"  53.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 17:39'55"	"41836.7360532407"	"  22.2000"	"  53.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 17:40'15"	"41836.7362847222"	"  22.2000"	"  53.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 17:40'35"	"41836.7365162037"	"  22.2000"	"  54.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 17:40'55"	"41836.7367476852"	"  22.2000"	"  54.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 17:41'15"	"41836.7369791667"	"  22.2000"	"  54.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 17:41'35"	"41836.7372106481"	"  22.2000"	"  54.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 17:41'55"	"41836.7374421296"	"  22.2000"	"  54.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 17:42'15"	"41836.7376736111"	"  22.2000"	"  54.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 17:42'35"	"41836.7379050926"	"  22.2000"	"  54.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 17:42'55"	"41836.7381365741"	"  22.2000"	"  54.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 17:43'15"	"41836.7383680556"	"  22.2000"	"  54.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 17:43'35"	"41836.7385995370"	"  22.2000"	"  54.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 17:43'55"	"41836.7388310185"	"  22.2000"	"  54.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 17:44'15"	"41836.7390625000"	"  22.2000"	"  54.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 17:44'35"	"41836.7392939815"	"  22.2000"	"  54.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 17:44'55"	"41836.7395254630"	"  22.2000"	"  54.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 17:45'15"	"41836.7397569444"	"  22.2000"	"  54.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 17:45'35"	"41836.7399884259"	"  22.3000"	"  54.0000"	"  996.7000"	""	""	""	""	""	
"2014/07/16 17:45'55"	"41836.7402199074"	"  22.3000"	"  54.0000"	"  996.7000"	""	""	""	""	""	
"2014/07/16 17:46'15"	"41836.7404513889"	"  22.3000"	"  54.0000"	"  996.7000"	""	""	""	""	""	
"2014/07/16 17:46'35"	"41836.7406828704"	"  22.3000"	"  54.0000"	"  996.7000"	""	""	""	""	""	
"2014/07/16 17:46'55"	"41836.7409143519"	"  22.3000"	"  54.0000"	"  996.7000"	""	""	""	""	""	
"2014/07/16 17:47'15"	"41836.7411458333"	"  22.3000"	"  54.0000"	"  996.8000"	""	""	""	""	""	
"2014/07/16 17:47'35"	"41836.7413773148"	"  22.3000"	"  54.0000"	"  996.8000"	""	""	""	""	""	
"2014/07/16 17:47'55"	"41836.7416087963"	"  22.3000"	"  54.0000"	"  996.8000"	""	""	""	""	""	
"2014/07/16 17:48'15"	"41836.7418402778"	"  22.3000"	"  54.0000"	"  996.8000"	""	""	""	""	""	
"2014/07/16 17:48'35"	"41836.7420717593"	"  22.3000"	"  54.0000"	"  996.8000"	""	""	""	""	""	
"2014/07/16 17:48'55"	"41836.7423032407"	"  22.3000"	"  54.0000"	"  996.8000"	""	""	""	""	""	
"2014/07/16 17:49'15"	"41836.7425347222"	"  22.4000"	"  54.0000"	"  996.8000"	""	""	""	""	""	
"2014/07/16 17:49'35"	"41836.7427662037"	"  22.3000"	"  54.0000"	"  996.8000"	""	""	""	""	""	
"2014/07/16 17:49'55"	"41836.7429976852"	"  22.3000"	"  54.0000"	"  996.8000"	""	""	""	""	""	
"2014/07/16 17:50'15"	"41836.7432291667"	"  22.3000"	"  54.0000"	"  996.9000"	""	""	""	""	""	
"2014/07/16 17:50'35"	"41836.7434606481"	"  22.4000"	"  53.0000"	"  996.9000"	""	""	""	""	""	
"2014/07/16 17:50'55"	"41836.7436921296"	"  22.4000"	"  54.0000"	"  996.8000"	""	""	""	""	""	
"2014/07/16 17:51'15"	"41836.7439236111"	"  22.4000"	"  54.0000"	"  996.8000"	""	""	""	""	""	
"2014/07/16 17:51'35"	"41836.7441550926"	"  22.4000"	"  54.0000"	"  996.8000"	""	""	""	""	""	
"2014/07/16 17:51'55"	"41836.7443865741"	"  22.4000"	"  54.0000"	"  996.8000"	""	""	""	""	""	
"2014/07/16 17:52'15"	"41836.7446180556"	"  22.3000"	"  54.0000"	"  996.8000"	""	""	""	""	""	
"2014/07/16 17:52'35"	"41836.7448495370"	"  22.4000"	"  54.0000"	"  996.8000"	""	""	""	""	""	
"2014/07/16 17:52'55"	"41836.7450810185"	"  22.4000"	"  54.0000"	"  996.8000"	""	""	""	""	""	
"2014/07/16 17:53'15"	"41836.7453125000"	"  22.4000"	"  54.0000"	"  996.9000"	""	""	""	""	""	
"2014/07/16 17:53'35"	"41836.7455439815"	"  22.4000"	"  54.0000"	"  996.9000"	""	""	""	""	""	
"2014/07/16 17:53'55"	"41836.7457754630"	"  22.4000"	"  54.0000"	"  996.9000"	""	""	""	""	""	
"2014/07/16 17:54'15"	"41836.7460069444"	"  22.4000"	"  54.0000"	"  996.9000"	""	""	""	""	""	
"2014/07/16 17:54'35"	"41836.7462384259"	"  22.4000"	"  54.0000"	"  996.8000"	""	""	""	""	""	
"2014/07/16 17:54'55"	"41836.7464699074"	"  22.4000"	"  54.0000"	"  996.8000"	""	""	""	""	""	
"2014/07/16 17:55'15"	"41836.7467013889"	"  22.4000"	"  54.0000"	"  996.9000"	""	""	""	""	""	
"2014/07/16 17:55'35"	"41836.7469328704"	"  22.4000"	"  54.0000"	"  996.9000"	""	""	""	""	""	
"2014/07/16 17:55'55"	"41836.7471643519"	"  22.4000"	"  54.0000"	"  996.9000"	""	""	""	""	""	
"2014/07/16 17:56'15"	"41836.7473958333"	"  22.4000"	"  54.0000"	"  996.9000"	""	""	""	""	""	
"2014/07/16 17:56'35"	"41836.7476273148"	"  22.3000"	"  54.0000"	"  997.0000"	""	""	""	""	""	
"2014/07/16 17:56'55"	"41836.7478587963"	"  22.3000"	"  54.0000"	"  997.0000"	""	""	""	""	""	
"2014/07/16 17:57'15"	"41836.7480902778"	"  22.3000"	"  54.0000"	"  997.0000"	""	""	""	""	""	
"2014/07/16 17:57'35"	"41836.7483217593"	"  22.2000"	"  54.0000"	"  997.0000"	""	""	""	""	""	
"2014/07/16 17:57'55"	"41836.7485532407"	"  22.2000"	"  54.0000"	"  997.0000"	""	""	""	""	""	
"2014/07/16 17:58'15"	"41836.7487847222"	"  22.2000"	"  54.0000"	"  996.9000"	""	""	""	""	""	
"2014/07/16 17:58'35"	"41836.7490162037"	"  22.2000"	"  54.0000"	"  996.9000"	""	""	""	""	""	
"2014/07/16 17:58'55"	"41836.7492476852"	"  22.2000"	"  54.0000"	"  997.0000"	""	""	""	""	""	
"2014/07/16 17:59'15"	"41836.7494791667"	"  22.2000"	"  54.0000"	"  997.0000"	""	""	""	""	""	
"2014/07/16 17:59'35"	"41836.7497106481"	"  22.2000"	"  54.0000"	"  997.0000"	""	""	""	""	""	
"2014/07/16 17:59'55"	"41836.7499421296"	"  22.2000"	"  54.0000"	"  997.0000"	""	""	""	""	""	
"2014/07/16 18:00'15"	"41836.7501736111"	"  22.2000"	"  54.0000"	"  997.0000"	""	""	""	""	""	
"2014/07/16 18:00'35"	"41836.7504050926"	"  22.2000"	"  54.0000"	"  997.0000"	""	""	""	""	""	
"2014/07/16 18:00'55"	"41836.7506365741"	"  22.3000"	"  54.0000"	"  997.0000"	""	""	""	""	""	
"2014/07/16 18:01'15"	"41836.7508680556"	"  22.3000"	"  54.0000"	"  997.0000"	""	""	""	""	""	
"2014/07/16 18:01'35"	"41836.7510995370"	"  22.3000"	"  54.0000"	"  997.0000"	""	""	""	""	""	
"2014/07/16 18:01'55"	"41836.7513310185"	"  22.2000"	"  54.0000"	"  997.0000"	""	""	""	""	""	
"2014/07/16 18:02'15"	"41836.7515625000"	"  22.2000"	"  54.0000"	"  997.0000"	""	""	""	""	""	
"2014/07/16 18:02'35"	"41836.7517939815"	"  22.2000"	"  54.0000"	"  997.0000"	""	""	""	""	""	
"2014/07/16 18:02'55"	"41836.7520254630"	"  22.2000"	"  54.0000"	"  997.0000"	""	""	""	""	""	
"2014/07/16 18:03'15"	"41836.7522569444"	"  22.2000"	"  54.0000"	"  997.0000"	""	""	""	""	""	
"2014/07/16 18:03'35"	"41836.7524884259"	"  22.2000"	"  54.0000"	"  997.0000"	""	""	""	""	""	
"2014/07/16 18:03'55"	"41836.7527199074"	"  22.2000"	"  54.0000"	"  997.1000"	""	""	""	""	""	
"2014/07/16 18:04'15"	"41836.7529513889"	"  22.2000"	"  54.0000"	"  997.1000"	""	""	""	""	""	
"2014/07/16 18:04'35"	"41836.7531828704"	"  22.2000"	"  54.0000"	"  997.0000"	""	""	""	""	""	
"2014/07/16 18:04'55"	"41836.7534143519"	"  22.2000"	"  54.0000"	"  997.1000"	""	""	""	""	""	
"2014/07/16 18:05'15"	"41836.7536458333"	"  22.2000"	"  54.0000"	"  997.1000"	""	""	""	""	""	
"2014/07/16 18:05'35"	"41836.7538773148"	"  22.3000"	"  54.0000"	"  997.1000"	""	""	""	""	""	
"2014/07/16 18:05'55"	"41836.7541087963"	"  22.2000"	"  54.0000"	"  997.0000"	""	""	""	""	""	
"2014/07/16 18:06'15"	"41836.7543402778"	"  22.3000"	"  54.0000"	"  997.0000"	""	""	""	""	""	
"2014/07/16 18:06'35"	"41836.7545717593"	"  22.3000"	"  54.0000"	"  997.1000"	""	""	""	""	""	
"2014/07/16 18:06'55"	"41836.7548032407"	"  22.3000"	"  54.0000"	"  997.1000"	""	""	""	""	""	
"2014/07/16 18:07'15"	"41836.7550347222"	"  22.3000"	"  54.0000"	"  997.0000"	""	""	""	""	""	
"2014/07/16 18:07'35"	"41836.7552662037"	"  22.3000"	"  54.0000"	"  997.0000"	""	""	""	""	""	
"2014/07/16 18:07'55"	"41836.7554976852"	"  22.2000"	"  54.0000"	"  997.0000"	""	""	""	""	""	
"2014/07/16 18:08'15"	"41836.7557291667"	"  22.2000"	"  54.0000"	"  997.0000"	""	""	""	""	""	
"2014/07/16 18:08'35"	"41836.7559606481"	"  22.2000"	"  54.0000"	"  997.0000"	""	""	""	""	""	
"2014/07/16 18:08'55"	"41836.7561921296"	"  22.2000"	"  54.0000"	"  997.0000"	""	""	""	""	""	
"2014/07/16 18:09'15"	"41836.7564236111"	"  22.2000"	"  54.0000"	"  997.0000"	""	""	""	""	""	
"2014/07/16 18:09'35"	"41836.7566550926"	"  22.2000"	"  54.0000"	"  997.0000"	""	""	""	""	""	
"2014/07/16 18:09'55"	"41836.7568865741"	"  22.2000"	"  54.0000"	"  997.0000"	""	""	""	""	""	
"2014/07/16 18:10'15"	"41836.7571180556"	"  22.2000"	"  54.0000"	"  997.0000"	""	""	""	""	""	
"2014/07/16 18:10'35"	"41836.7573495370"	"  22.1000"	"  54.0000"	"  997.1000"	""	""	""	""	""	
"2014/07/16 18:10'55"	"41836.7575810185"	"  22.1000"	"  54.0000"	"  997.1000"	""	""	""	""	""	
"2014/07/16 18:11'15"	"41836.7578125000"	"  22.2000"	"  54.0000"	"  997.1000"	""	""	""	""	""	
"2014/07/16 18:11'35"	"41836.7580439815"	"  22.2000"	"  55.0000"	"  997.1000"	""	""	""	""	""	
"2014/07/16 18:11'55"	"41836.7582754630"	"  22.2000"	"  56.0000"	"  997.0000"	""	""	""	""	""	
"2014/07/16 18:12'15"	"41836.7585069444"	"  22.2000"	"  56.0000"	"  997.0000"	""	""	""	""	""	
"2014/07/16 18:12'35"	"41836.7587384259"	"  22.2000"	"  56.0000"	"  997.1000"	""	""	""	""	""	
"2014/07/16 18:12'55"	"41836.7589699074"	"  22.2000"	"  56.0000"	"  997.1000"	""	""	""	""	""	
"2014/07/16 18:13'15"	"41836.7592013889"	"  22.2000"	"  55.0000"	"  997.1000"	""	""	""	""	""	
"2014/07/16 18:13'35"	"41836.7594328704"	"  22.2000"	"  55.0000"	"  997.2000"	""	""	""	""	""	
"2014/07/16 18:13'55"	"41836.7596643519"	"  22.2000"	"  55.0000"	"  997.1000"	""	""	""	""	""	
"2014/07/16 18:14'15"	"41836.7598958333"	"  22.2000"	"  55.0000"	"  997.1000"	""	""	""	""	""	
"2014/07/16 18:14'35"	"41836.7601273148"	"  22.2000"	"  55.0000"	"  997.1000"	""	""	""	""	""	
"2014/07/16 18:14'55"	"41836.7603587963"	"  22.2000"	"  55.0000"	"  997.1000"	""	""	""	""	""	
"2014/07/16 18:15'15"	"41836.7605902778"	"  22.2000"	"  55.0000"	"  997.1000"	""	""	""	""	""	
"2014/07/16 18:15'35"	"41836.7608217593"	"  22.2000"	"  54.0000"	"  997.1000"	""	""	""	""	""	
"2014/07/16 18:15'55"	"41836.7610532407"	"  22.2000"	"  54.0000"	"  997.1000"	""	""	""	""	""	
"2014/07/16 18:16'15"	"41836.7612847222"	"  22.2000"	"  54.0000"	"  997.1000"	""	""	""	""	""	
"2014/07/16 18:16'35"	"41836.7615162037"	"  22.2000"	"  54.0000"	"  997.1000"	""	""	""	""	""	
"2014/07/16 18:16'55"	"41836.7617476852"	"  22.2000"	"  54.0000"	"  997.1000"	""	""	""	""	""	
"2014/07/16 18:17'15"	"41836.7619791667"	"  22.2000"	"  54.0000"	"  997.1000"	""	""	""	""	""	
"2014/07/16 18:17'35"	"41836.7622106481"	"  22.2000"	"  54.0000"	"  997.1000"	""	""	""	""	""	
"2014/07/16 18:17'55"	"41836.7624421296"	"  22.2000"	"  54.0000"	"  997.1000"	""	""	""	""	""	
"2014/07/16 18:18'15"	"41836.7626736111"	"  22.2000"	"  54.0000"	"  997.0000"	""	""	""	""	""	
"2014/07/16 18:18'35"	"41836.7629050926"	"  22.2000"	"  54.0000"	"  997.0000"	""	""	""	""	""	
"2014/07/16 18:18'55"	"41836.7631365741"	"  22.2000"	"  54.0000"	"  997.1000"	""	""	""	""	""	
"2014/07/16 18:19'15"	"41836.7633680556"	"  22.2000"	"  54.0000"	"  997.1000"	""	""	""	""	""	
"2014/07/16 18:19'35"	"41836.7635995370"	"  22.3000"	"  54.0000"	"  997.1000"	""	""	""	""	""	
"2014/07/16 18:19'55"	"41836.7638310185"	"  22.2000"	"  54.0000"	"  997.1000"	""	""	""	""	""	
"2014/07/16 18:20'15"	"41836.7640625000"	"  22.2000"	"  54.0000"	"  997.1000"	""	""	""	""	""	
"2014/07/16 18:20'35"	"41836.7642939815"	"  22.2000"	"  54.0000"	"  997.1000"	""	""	""	""	""	
"2014/07/16 18:20'55"	"41836.7645254630"	"  22.2000"	"  54.0000"	"  997.1000"	""	""	""	""	""	
"2014/07/16 18:21'15"	"41836.7647569444"	"  22.2000"	"  54.0000"	"  997.1000"	""	""	""	""	""	
"2014/07/16 18:21'35"	"41836.7649884259"	"  22.2000"	"  54.0000"	"  997.1000"	""	""	""	""	""	
"2014/07/16 18:21'55"	"41836.7652199074"	"  22.2000"	"  54.0000"	"  997.2000"	""	""	""	""	""	
"2014/07/16 18:22'15"	"41836.7654513889"	"  22.2000"	"  54.0000"	"  997.2000"	""	""	""	""	""	
"2014/07/16 18:22'35"	"41836.7656828704"	"  22.2000"	"  54.0000"	"  997.2000"	""	""	""	""	""	
"2014/07/16 18:22'55"	"41836.7659143519"	"  22.2000"	"  54.0000"	"  997.1000"	""	""	""	""	""	
"2014/07/16 18:23'15"	"41836.7661458333"	"  22.2000"	"  54.0000"	"  997.1000"	""	""	""	""	""	
"2014/07/16 18:23'35"	"41836.7663773148"	"  22.2000"	"  54.0000"	"  997.1000"	""	""	""	""	""	
"2014/07/16 18:23'55"	"41836.7666087963"	"  22.2000"	"  54.0000"	"  997.1000"	""	""	""	""	""	
"2014/07/16 18:24'15"	"41836.7668402778"	"  22.2000"	"  54.0000"	"  997.2000"	""	""	""	""	""	
"2014/07/16 18:24'35"	"41836.7670717593"	"  22.2000"	"  54.0000"	"  997.2000"	""	""	""	""	""	
"2014/07/16 18:24'55"	"41836.7673032407"	"  22.2000"	"  54.0000"	"  997.1000"	""	""	""	""	""	
"2014/07/16 18:25'15"	"41836.7675347222"	"  22.2000"	"  54.0000"	"  997.1000"	""	""	""	""	""	
"2014/07/16 18:25'35"	"41836.7677662037"	"  22.2000"	"  54.0000"	"  997.1000"	""	""	""	""	""	
"2014/07/16 18:25'55"	"41836.7679976852"	"  22.2000"	"  54.0000"	"  997.2000"	""	""	""	""	""	
"2014/07/16 18:26'15"	"41836.7682291667"	"  22.2000"	"  54.0000"	"  997.1000"	""	""	""	""	""	
"2014/07/16 18:26'35"	"41836.7684606481"	"  22.2000"	"  54.0000"	"  997.1000"	""	""	""	""	""	
"2014/07/16 18:26'55"	"41836.7686921296"	"  22.2000"	"  54.0000"	"  997.2000"	""	""	""	""	""	
"2014/07/16 18:27'15"	"41836.7689236111"	"  22.2000"	"  54.0000"	"  997.2000"	""	""	""	""	""	
"2014/07/16 18:27'35"	"41836.7691550926"	"  22.2000"	"  54.0000"	"  997.2000"	""	""	""	""	""	
"2014/07/16 18:27'55"	"41836.7693865741"	"  22.2000"	"  54.0000"	"  997.1000"	""	""	""	""	""	
"2014/07/16 18:28'15"	"41836.7696180556"	"  22.2000"	"  54.0000"	"  997.1000"	""	""	""	""	""	
"2014/07/16 18:28'35"	"41836.7698495370"	"  22.2000"	"  54.0000"	"  997.1000"	""	""	""	""	""	
"2014/07/16 18:28'55"	"41836.7700810185"	"  22.3000"	"  54.0000"	"  997.2000"	""	""	""	""	""	
"2014/07/16 18:29'15"	"41836.7703125000"	"  22.3000"	"  54.0000"	"  997.2000"	""	""	""	""	""	
"2014/07/16 18:29'35"	"41836.7705439815"	"  22.3000"	"  54.0000"	"  997.2000"	""	""	""	""	""	
"2014/07/16 18:29'55"	"41836.7707754630"	"  22.2000"	"  54.0000"	"  997.2000"	""	""	""	""	""	
"2014/07/16 18:30'15"	"41836.7710069444"	"  22.2000"	"  54.0000"	"  997.2000"	""	""	""	""	""	
"2014/07/16 18:30'35"	"41836.7712384259"	"  22.2000"	"  54.0000"	"  997.1000"	""	""	""	""	""	
"2014/07/16 18:30'55"	"41836.7714699074"	"  22.2000"	"  54.0000"	"  997.2000"	""	""	""	""	""	
"2014/07/16 18:31'15"	"41836.7717013889"	"  22.2000"	"  54.0000"	"  997.1000"	""	""	""	""	""	
"2014/07/16 18:31'35"	"41836.7719328704"	"  22.2000"	"  54.0000"	"  997.1000"	""	""	""	""	""	
"2014/07/16 18:31'55"	"41836.7721643519"	"  22.2000"	"  54.0000"	"  997.2000"	""	""	""	""	""	
"2014/07/16 18:32'15"	"41836.7723958333"	"  22.2000"	"  54.0000"	"  997.2000"	""	""	""	""	""	
"2014/07/16 18:32'35"	"41836.7726273148"	"  22.1000"	"  54.0000"	"  997.2000"	""	""	""	""	""	
"2014/07/16 18:32'55"	"41836.7728587963"	"  22.1000"	"  54.0000"	"  997.2000"	""	""	""	""	""	
"2014/07/16 18:33'15"	"41836.7730902778"	"  22.1000"	"  54.0000"	"  997.2000"	""	""	""	""	""	
"2014/07/16 18:33'35"	"41836.7733217593"	"  22.1000"	"  54.0000"	"  997.2000"	""	""	""	""	""	
"2014/07/16 18:33'55"	"41836.7735532407"	"  22.1000"	"  54.0000"	"  997.3000"	""	""	""	""	""	
"2014/07/16 18:34'15"	"41836.7737847222"	"  22.1000"	"  54.0000"	"  997.3000"	""	""	""	""	""	
"2014/07/16 18:34'35"	"41836.7740162037"	"  22.2000"	"  54.0000"	"  997.2000"	""	""	""	""	""	
"2014/07/16 18:34'55"	"41836.7742476852"	"  22.2000"	"  54.0000"	"  997.2000"	""	""	""	""	""	
"2014/07/16 18:35'15"	"41836.7744791667"	"  22.2000"	"  54.0000"	"  997.2000"	""	""	""	""	""	
"2014/07/16 18:35'35"	"41836.7747106481"	"  22.2000"	"  54.0000"	"  997.2000"	""	""	""	""	""	
"2014/07/16 18:35'55"	"41836.7749421296"	"  22.2000"	"  54.0000"	"  997.2000"	""	""	""	""	""	
"2014/07/16 18:36'15"	"41836.7751736111"	"  22.2000"	"  54.0000"	"  997.2000"	""	""	""	""	""	
"2014/07/16 18:36'35"	"41836.7754050926"	"  22.2000"	"  54.0000"	"  997.2000"	""	""	""	""	""	
"2014/07/16 18:36'55"	"41836.7756365741"	"  22.2000"	"  54.0000"	"  997.2000"	""	""	""	""	""	
"2014/07/16 18:37'15"	"41836.7758680556"	"  22.2000"	"  54.0000"	"  997.2000"	""	""	""	""	""	
"2014/07/16 18:37'35"	"41836.7760995370"	"  22.2000"	"  54.0000"	"  997.2000"	""	""	""	""	""	
"2014/07/16 18:37'55"	"41836.7763310185"	"  22.2000"	"  54.0000"	"  997.2000"	""	""	""	""	""	
"2014/07/16 18:38'15"	"41836.7765625000"	"  22.2000"	"  54.0000"	"  997.2000"	""	""	""	""	""	
"2014/07/16 18:38'35"	"41836.7767939815"	"  22.2000"	"  54.0000"	"  997.2000"	""	""	""	""	""	
"2014/07/16 18:38'55"	"41836.7770254630"	"  22.2000"	"  54.0000"	"  997.2000"	""	""	""	""	""	
"2014/07/16 18:39'15"	"41836.7772569444"	"  22.2000"	"  54.0000"	"  997.2000"	""	""	""	""	""	
"2014/07/16 18:39'35"	"41836.7774884259"	"  22.2000"	"  54.0000"	"  997.3000"	""	""	""	""	""	
